,,,,,,,,,,,,,,lat,long
https://www.google.co.th/maps/place/%E0%B9%84%E0%B8%AD%E0%B8%A8%E0%B8%84%E0%B8%A3%E0%B8%B5%E0%B8%A1+%E0%B9%82%E0%B8%AE%E0%B8%A1%E0%B9%80%E0%B8%A1%E0%B8%94+%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%B2+Big+Sister/data=!4m7!3m6!1s0x3102b513fc81eceb:0x13541d7c8d33aac7!8m2!3d13.2227055!4d100.9505242!16s%2Fg%2F11q1v8v3_0!19sChIJ6-yB_BO1AjERx6ozjXwdVBM?authuser=0&hl=th&rclk=1,ไอศครีม โฮมเมด ศรีราชา Big Sister,4.5,(10),ไอศกรีม,?,?,ปิดอยู่,? เปิด 12:00,https://lh5.googleusercontent.com/p/AF1QipMtr7yzBd8uTptwEUzbiFSFBfzZ6UIwv6PlgqOC=w80-h106-k-no,,13.2227055!4d100.9505242,,"13.2227055,100.9505242",13.2227055,100.9505242
https://www.google.co.th/maps/place/Wangjai+Ice+cream+%E0%B8%A7%E0%B8%B2%E0%B8%87%E0%B9%83%E0%B8%88%E0%B9%84%E0%B8%AD%E0%B8%A8%E0%B8%84%E0%B8%A3%E0%B8%B5%E0%B8%A1/data=!4m7!3m6!1s0x3102b5d4805f01d3:0xa4292a5d3ec77ccc!8m2!3d13.2964454!4d100.9214924!16s%2Fg%2F11sqchlyf8!19sChIJ0wFfgNS1AjERzHzHPl0qKaQ?authuser=0&hl=th&rclk=1,Wangjai Ice cream วางใจไอศครีม,5.0,(1),ไอศกรีม,?,"76 ถ.ข้าวหลาม, ต.แสนสุข อ.เมือง ชลบุรี, 20000",ใกล้เปิดแล้ว,? 09:00,https://lh5.googleusercontent.com/p/AF1QipM1Xk0_Umz0aJgB2kn8gwTtD2wthY8r42We5RJk=w92-h92-k-no,,13.2964454!4d100.9214924,,"13.2964454,100.9214924",13.2964454,100.9214924
https://www.google.co.th/maps/place/Monsters%E0%B9%84%E0%B8%AD%E0%B8%95%E0%B8%B4%E0%B8%A1%E0%B8%9C%E0%B8%B1%E0%B8%94+%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B9%81%E0%B8%AA%E0%B8%99/data=!4m7!3m6!1s0x3102b52fc6cba30b:0xe79e9ace765a63a8!8m2!3d13.2801513!4d100.9300145!16s%2Fg%2F11scs_36kw!19sChIJC6PLxi-1AjERqGNads6anuc?authuser=0&hl=th&rclk=1,Monstersไอติมผัด บางแสน,3.0,(2),ไอศกรีม,?,59 10 ถ ถนนบางแสนสาย 4 ใต้,ปิดอยู่,? เปิด 17:00,https://lh5.googleusercontent.com/p/AF1QipMOQJDMPqBRRzSNhEYl740-KurPIu5Dq7oRpxUi=w80-h106-k-no,,13.2801513!4d100.9300145,,"13.2801513,100.9300145",13.2801513,100.9300145
https://www.google.co.th/maps/place/Bangsaenwanmak/data=!4m7!3m6!1s0x3102b50029534169:0xc23f32d6080e9343!8m2!3d13.2856384!4d100.9231145!16s%2Fg%2F11y44v7yqr!19sChIJaUFTKQC1AjERQ5MOCNYyP8I?authuser=0&hl=th&rclk=1,Bangsaenwanmak,5.0,(1),ไอศกรีม,?,7WPF+765 ถนน ลงหาดบางแสน,ปิดอยู่,? เปิด 11:00,https://lh5.googleusercontent.com/p/AF1QipOXGe9Iy3X1ZuY0fZf_hN4IZu-AvVwdMtpNZaM3=w80-h106-k-no,,13.2856384!4d100.9231145,,"13.2856384,100.9231145",13.2856384,100.9231145
https://www.google.co.th/maps/place/%E0%B9%84%E0%B8%AD%E0%B8%A8%E0%B8%84%E0%B8%A3%E0%B8%B5%E0%B8%A1%E0%B8%9A%E0%B8%B8%E0%B8%9F%E0%B9%80%E0%B8%9F%E0%B9%88%E0%B8%95%E0%B9%8C+%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B8%9E%E0%B8%A3%E0%B8%B0%28PR+Cafe%27+@Bangphra%29/data=!4m7!3m6!1s0x3102b7af94121557:0xa39662e4092d381e!8m2!3d13.2173597!4d100.9502279!16s%2Fg%2F11ghpmkw_l!19sChIJVxUSlK-3AjERHjgtCeRilqM?authuser=0&hl=th&rclk=1,ไอศครีมบุฟเฟ่ต์ บางพระ(PR Cafe' @Bangphra),4.7,(62),ไอศกรีม,?,โรงเรียนประเสิรฐสุข 24/101 ม.6 ซอย บ้านเอื้ออาทรจังหวัดชลบุรี,ใกล้เปิดแล้ว,? 09:00,https://lh5.googleusercontent.com/p/AF1QipOZg-AEdTdxpnZwkFwkpG-3SXvhQ2aPnssEPU5f=w122-h92-k-no,,13.2173597!4d100.9502279,,"13.2173597,100.9502279",13.2173597,100.9502279
https://www.google.co.th/maps/place/WE+ARE+ICE+CREAM/data=!4m7!3m6!1s0x311d4b18c618fea5:0x353a5fd5a879337d!8m2!3d13.3268799!4d100.9386623!16s%2Fg%2F11x2ntmqps!19sChIJpf4YxhhLHTERfTN5qNVfOjU?authuser=0&hl=th&rclk=1,WE ARE ICE CREAM,5.0,(21),ไอศกรีม,?,186,ปิดอยู่,? เปิด 10:30,https://lh5.googleusercontent.com/p/AF1QipPSxx6OEXnd_XgVHX0dcQec8hy0wwlh64vXyhCm=w80-h106-k-no,,13.3268799!4d100.9386623,,"13.3268799,100.9386623",13.3268799,100.9386623
https://www.google.co.th/maps/place/%E0%B9%84%E0%B8%AD%E0%B8%95%E0%B8%B4%E0%B8%A1%E0%B9%82%E0%B8%9A%E0%B8%A3%E0%B8%B2%E0%B8%93/data=!4m7!3m6!1s0x3102b55f5ddf0c9b:0x8cedff8e293cc687!8m2!3d13.2773659!4d100.9395863!16s%2Fg%2F11kryw3jlx!19sChIJmwzfXV-1AjERh8Y8KY7_7Yw?authuser=0&hl=th&rclk=1,ไอติมโบราณ,5.0,(1),ไอศกรีม,?,78/8 ซอย หนองมนวิลล่า 1,ใกล้เปิดแล้ว,? 09:00,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YtN_8CfQmUSzd2RWirzqMQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=13.143292&pitch=0&thumbfov=100,,13.2773659!4d100.9395863,,"13.2773659,100.9395863",13.2773659,100.9395863
https://www.google.co.th/maps/place/1000%E0%B9%84%E0%B8%AD%E0%B8%95%E0%B8%B4%E0%B8%A1+%7C+Ice+Cream/data=!4m7!3m6!1s0x3102b590fe898717:0xa947b00c34d32dad!8m2!3d13.2231779!4d100.950984!16s%2Fg%2F11vql011s6!19sChIJF4eJ_pC1AjERrS3TNAywR6k?authuser=0&hl=th&rclk=1,1000ไอติม | Ice Cream,5.0,(5),ไอศกรีม,?,เทศบาล 6,ปิดอยู่,? เปิด 15:00,https://lh5.googleusercontent.com/p/AF1QipP8gY9kCdmoFJWJNglEPWglY_O-Ge4PGithe6UB=w80-h106-k-no,,13.2231779!4d100.950984,,"13.2231779,100.950984",13.2231779,100.950984
https://www.google.co.th/maps/place/%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%A5%E0%B9%89%E0%B8%A1+%E0%B9%84%E0%B8%AD%E0%B8%A8%E0%B8%81%E0%B8%A3%E0%B8%B5%E0%B8%A1+-+%E0%B9%81%E0%B8%A5%E0%B9%89%E0%B8%A7%E0%B8%9A%E0%B8%AD%E0%B8%81%E0%B8%A7%E0%B9%88%E0%B8%B2%E0%B9%80%E0%B8%9E%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%99%E0%B8%81%E0%B8%B1%E0%B8%99/data=!4m7!3m6!1s0x311d35f7f640b44f:0x290f72d84c95e562!8m2!3d13.3170976!4d101.0201387!16s%2Fg%2F11t_pp16bm!19sChIJT7RA9vc1HTERYuWVTNhyDyk?authuser=0&hl=th&rclk=1,เลียล้ม ไอศกรีม - แล้วบอกว่าเพื่อนกัน,4.9,(10),ไอศกรีม,?,65 15,ปิดอยู่,? เปิด 16:30,https://lh5.googleusercontent.com/p/AF1QipNUDWT7PtQ73TRA6lgTXKem4AxX420Y5e6D81CA=w80-h98-k-no,,13.3170976!4d101.0201387,,"13.3170976,101.0201387",13.3170976,101.0201387
https://www.google.co.th/maps/place/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%A1%E0%B8%B0%E0%B8%9E%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%AD%E0%B8%A1%E0%B8%9B%E0%B8%B1%E0%B9%88%E0%B8%99%E0%B8%99%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%A7%E0%B9%88%E0%B8%B2%E0%B8%99/data=!4m7!3m6!1s0x3102b50017a0046d:0xe60152df22204b50!8m2!3d13.2928538!4d100.9685877!16s%2Fg%2F11ldhb9t7d!19sChIJbQSgFwC1AjERUEsgIt9SAeY?authuser=0&hl=th&rclk=1,ร้านน้ำมะพร้าวน้ำหอมปั่นน้องว่าน,5.0,(4),ไอศกรีม,?,14/5 วสิกรัตน์,เปิด,? ปิด 17:00,https://lh5.googleusercontent.com/p/AF1QipPxONpTIuJu20JseiROT9qjQxF3tSerKSC-lqY4=w163-h92-k-no,,13.2928538!4d100.9685877,,"13.2928538,100.9685877",13.2928538,100.9685877
https://www.google.co.th/maps/place/%E0%B8%8B%E0%B8%B1%E0%B8%99%E0%B8%A5%E0%B8%B9%E0%B8%99/data=!4m7!3m6!1s0x3102cbdb05525967:0xddd7ecbc820b71cd!8m2!3d13.2204408!4d101.0060957!16s%2Fg%2F11vrtdwmk2!19sChIJZ1lSBdvLAjERzXELgrzs190?authuser=0&hl=th&rclk=1,ซันลูน,4.8,(82),ไอศกรีม,?,222,ปิดอยู่,? เปิด 09:30,https://lh5.googleusercontent.com/p/AF1QipPC6I0NxbI7tDbT8tiecHxEYzGW_zdJsSjbbUmq=w122-h92-k-no,,13.2204408!4d101.0060957,,"13.2204408,101.0060957",13.2204408,101.0060957
https://www.google.co.th/maps/place/%E0%B8%97%E0%B8%B2%E0%B8%A1%E0%B8%B0%E0%B9%84%E0%B8%AD%E0%B8%AA%E0%B8%B8+%E0%B9%84%E0%B8%AD%E0%B8%95%E0%B8%B4%E0%B8%A1%E0%B8%95%E0%B8%AD%E0%B8%81%E0%B9%84%E0%B8%82%E0%B9%88/data=!4m7!3m6!1s0x3102b5c8d0cfd3a5:0xc225fbb9b5368298!8m2!3d13.2965129!4d100.9219987!16s%2Fg%2F11sdz6_w_l!19sChIJpdPP0Mi1AjERmII2tbn7JcI?authuser=0&hl=th&rclk=1,ทามะไอสุ ไอติมตอกไข่,3.7,(3),ไอศกรีม,?,7WWC+JQ5 ถนน ข้าวหลาม,ปิดอยู่,? เปิด 15:00,https://lh5.googleusercontent.com/p/AF1QipMRWTdKe84zqaML9SKnr8WpV4l9KeIiZEUGs4Zx=w80-h106-k-no,,13.2965129!4d100.9219987,,"13.2965129,100.9219987",13.2965129,100.9219987
https://www.google.co.th/maps/place/Swensen%E2%80%99s+Bangsaen+Beach/data=!4m7!3m6!1s0x3102b50063c0f405:0x1f93e7ae28fe05b4!8m2!3d13.2883777!4d100.9121044!16s%2Fg%2F11wnqltt4v!19sChIJBfTAYwC1AjERtAX-KK7nkx8?authuser=0&hl=th&rclk=1,Swensens Bangsaen Beach,4.6,(179),ไอศกรีม,?,?,ปิดอยู่,? เปิด 10:00,https://lh5.googleusercontent.com/p/AF1QipNiQcNcecwFEwVvXmDUEsmzfrLVJR2NHfi3rW4=w122-h92-k-no,,13.2883777!4d100.9121044,,"13.2883777,100.9121044",13.2883777,100.9121044
https://www.google.co.th/maps/place/%E0%B9%80%E0%B8%AA%E0%B8%A1%E0%B8%B5%E0%B8%A2%E0%B8%99%E0%B9%84%E0%B8%AD%E0%B8%A8%E0%B8%84%E0%B8%A3%E0%B8%B5%E0%B8%A1+%28%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B8%96%E0%B8%99%E0%B8%99%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%B8%E0%B8%A1%E0%B8%A7%E0%B8%B4%E0%B8%97%29/data=!4m7!3m6!1s0x3102b7432dd4d7ab:0x332c2c04d5439d21!8m2!3d13.1887925!4d100.9330558!16s%2Fg%2F11rqw2tw5v!19sChIJq9fULUO3AjERIZ1D1QQsLDM?authuser=0&hl=th&rclk=1,เสมียนไอศครีม (สาขาถนนสุขุมวิท),4.4,(7),ไอศกรีม,?,105 ม.9,เปิด,? ปิด 18:50,https://lh5.googleusercontent.com/p/AF1QipP9R89xnK9Otfx0XCB6Hr-wd7X-Ce-aRifM5Zn8=w87-h92-k-no,,13.1887925!4d100.9330558,,"13.1887925,100.9330558",13.1887925,100.9330558
https://www.google.co.th/maps/place/%E0%B9%82%E0%B8%AE%E0%B8%A2%E0%B8%AD%E0%B8%99+%E0%B8%9A%E0%B8%B4%E0%B8%87%E0%B8%8B%E0%B8%B9+%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B9%81%E0%B8%AA%E0%B8%99+%28Ho+Yeon+Bingsu%29/data=!4m7!3m6!1s0x3102b5e2ffdea9af:0xfadc8ba0f39ee491!8m2!3d13.2796888!4d100.9444643!16s%2Fg%2F11l2pl54q2!19sChIJr6ne_-K1AjERkeSe86CL3Po?authuser=0&hl=th&rclk=1,โฮยอน บิงซู บางแสน (Ho Yeon Bingsu),4.8,(20),ไอศกรีม,?,61 19 ถนน แสนสุข,ปิดอยู่,? เปิด 12:00,https://lh5.googleusercontent.com/p/AF1QipO6-thvu-nROpgWw1naoVCK8rlZ1QChw5V1hS0l=w80-h106-k-no,,13.2796888!4d100.9444643,,"13.2796888,100.9444643",13.2796888,100.9444643
https://www.google.co.th/maps/place/%E0%B8%A1%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B9%80%E0%B8%98%E0%B8%AD%E0%B8%A3%E0%B9%8C/data=!4m7!3m6!1s0x3102b7f6f1b70fd7:0xfe67ea5abef84dd3!8m2!3d13.2024535!4d100.937634!16s%2Fg%2F11sc41rnn3!19sChIJ1w-38fa3AjER0034vlrqZ_4?authuser=0&hl=th&rclk=1,มาร์เธอร์,4.4,(322),ไอศกรีม,?,?,ปิดอยู่,? เปิด 10:00,https://lh5.googleusercontent.com/p/AF1QipNz2svPOOVgoIschhLOi7GO4HN1luUQpnWPNDAO=w80-h106-k-no,,13.2024535!4d100.937634,,"13.2024535,100.937634",13.2024535,100.937634
https://www.google.co.th/maps/place/%E0%B8%B8%E0%B8%84%E0%B8%B8%E0%B8%93%E0%B8%99%E0%B8%B2%E0%B8%A2%E0%B9%84%E0%B8%AD%E0%B8%A8%E0%B8%84%E0%B8%A3%E0%B8%B5%E0%B8%A1/data=!4m7!3m6!1s0x3102b704f6a1950f:0x1811a6add9fc3c15!8m2!3d13.1996597!4d100.9588995!16s%2Fg%2F11m7xgypk_!19sChIJD5Wh9gS3AjERFTz82a2mERg?authuser=0&hl=th&rclk=1,ุคุณนายไอศครีม,4.5,(2),ร้านอาหาร,?,5XX5+VH6,,,https://lh5.googleusercontent.com/p/AF1QipPdSIJaasfYTR6WvTTPPIfRa0yuz8YYbhe_-IkD=w80-h106-k-no,,13.1996597!4d100.9588995,,"13.1996597,100.9588995",13.1996597,100.9588995
https://www.google.co.th/maps/place/%E0%B9%80%E0%B8%9B%E0%B9%87%E0%B8%99%E0%B8%81%E0%B8%B4%E0%B8%99%E2%80%8B%E0%B9%84%E0%B8%AD%E0%B8%A8%E0%B8%81%E0%B8%A3%E0%B8%B5%E0%B8%A1%E2%80%8B/data=!4m7!3m6!1s0x3102b7b157c9b2e9:0x9e65a445984a780e!8m2!3d13.1766814!4d100.9410494!16s%2Fg%2F11vkggb00s!19sChIJ6bLJV7G3AjERDnhKmEWkZZ4?authuser=0&hl=th&rclk=1,เป็นกิน?ไอศกรีม?,5.0,(33),ไอศกรีม,?,34 105,เปิด,? ปิด 20:30,https://lh5.googleusercontent.com/p/AF1QipMrGWnKfLTo2NuU-NjfvY_PSPznxXmSeWvoQM2S=w177-h92-k-no,,13.1766814!4d100.9410494,,"13.1766814,100.9410494",13.1766814,100.9410494
https://www.google.co.th/maps/place/MAI+i+TIM+-+%E0%B9%84%E0%B8%A1%E0%B9%89%E0%B9%84%E0%B8%AD%E0%B8%95%E0%B8%B4%E0%B8%A1+%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%B2/data=!4m7!3m6!1s0x3102b78ba0eb074b:0xc3cbeb986b79df40!8m2!3d13.183477!4d100.9311553!16s%2Fg%2F11x312bdfw!19sChIJSwfroIu3AjERQN95a5jry8M?authuser=0&hl=th&rclk=1,MAI i TIM - ไม้ไอติม สาขาศรีราชา,5.0,(98),ไอศกรีม,?,?,ปิดอยู่,? เปิด 10:00,https://lh5.googleusercontent.com/p/AF1QipNc6aXO25pBDuxsdB8BOLmFolUJbv2b1kmBH7J2=w80-h106-k-no,,13.183477!4d100.9311553,,"13.183477,100.9311553",13.183477,100.9311553
https://www.google.co.th/maps/place/%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%9B%E0%B8%A7%E0%B8%B4%E0%B8%A8%E0%B8%A7%E0%B8%B0%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B9%81%E0%B8%AA%E0%B8%99%28%E0%B8%AB%E0%B8%AD%E0%B8%A1%E0%B8%99%E0%B8%B2%E0%B8%99%29/data=!4m7!3m6!1s0x3102b7e399300e79:0xe9c5b34fca56002d!8m2!3d13.2757069!4d100.9316685!16s%2Fg%2F11q3mrtyg8!19sChIJeQ4wmeO3AjERLQBWyk-zxek?authuser=0&hl=th&rclk=1,เครปวิศวะบางแสน(หอมนาน),4.3,(19),เครป,?,102 ติดร้านไอศครีมสบายดี 12 ถนน มาบมะยม,ปิดอยู่,? เปิด 14:30,https://lh5.googleusercontent.com/p/AF1QipNi-2Cvlkwie8gDXKiygE0oFTGLkrn7N8IjoGi9=w80-h106-k-no,,13.2757069!4d100.9316685,,"13.2757069,100.9316685",13.2757069,100.9316685
https://www.google.co.th/maps/place/Bus+Icecream/data=!4m7!3m6!1s0x311d3576874d9e21:0x38081b48dda08f3f!8m2!3d13.3464176!4d100.9973531!16s%2Fg%2F11fy4w7cdp!19sChIJIZ5Nh3Y1HTERP4-g3UgbCDg?authuser=0&hl=th&rclk=1,Bus Icecream,5.0,(3),ไอศกรีม,?,"41, 33 ถ. เลี่ยงเมืองชลบุรี",เปิด,? ปิด 18:00,https://lh5.googleusercontent.com/p/AF1QipMjRPB1aRU50up9XFPGuypd4bstMGKzU947T_tr=w163-h92-k-no,,13.3464176!4d100.9973531,,"13.3464176,100.9973531",13.3464176,100.9973531
https://www.google.co.th/maps/place/Seoul+Bingsu+Korean+Dessert+Cafe/data=!4m7!3m6!1s0x3102b4dbf9ee4bb1:0x52ab50f0f05ca627!8m2!3d13.2797684!4d100.9203378!16s%2Fg%2F11c74d0yys!19sChIJsUvu-du0AjERJ6Zc8PBQq1I?authuser=0&hl=th&rclk=1,Seoul Bingsu Korean Dessert Cafe,4.3,(316),ไอศกรีม,?,?,ปิดอยู่,? เปิด 15:00,https://lh5.googleusercontent.com/p/AF1QipNOR0iWk9Mtpm_syL4IZYLTgHpaMvRZEx_6PjE=w122-h92-k-no,,13.2797684!4d100.9203378,,"13.2797684,100.9203378",13.2797684,100.9203378
https://www.google.co.th/maps/place/%E0%B9%84%E0%B8%AD%E0%B8%A8%E0%B8%81%E0%B8%A3%E0%B8%B5%E0%B8%A1+%E0%B9%82%E0%B8%AE%E0%B8%A1%E0%B9%80%E0%B8%A1%E0%B8%94+%E0%B8%9F%E0%B8%B4%E0%B8%99%E0%B8%A1%E0%B8%AD%E0%B8%A3%E0%B9%8C/data=!4m7!3m6!1s0x3102b73d8e979e53:0xfc10c57ca6f3a2e!8m2!3d13.1674248!4d100.9291391!16s%2Fg%2F11trtvplf1!19sChIJU56Xjj23AjERLjpvylcMwQ8?authuser=0&hl=th&rclk=1,ไอศกรีม โฮมเมด ฟินมอร์,4.5,(11),ไอศกรีม,?,999 ถนน ศรีราชานคร 2,,,https://lh5.googleusercontent.com/p/AF1QipMjL3MUoDSLuY6vmSv2YrgcOz_1IzOhju0FsbX8=w80-h106-k-no,,13.1674248!4d100.9291391,,"13.1674248,100.9291391",13.1674248,100.9291391
https://www.google.co.th/maps/place/%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B9%84%E0%B8%AD%E0%B8%95%E0%B8%B4%E0%B8%A1/data=!4m7!3m6!1s0x311d4b95fe8c6cf1:0x99d34e470762d6f3!8m2!3d13.3355359!4d100.9584248!16s%2Fg%2F11gpnfjl0q!19sChIJ8WyM_pVLHTER89ZiB0dO05k?authuser=0&hl=th&rclk=1,บ้านไอติม,4.8,(4),ไอศกรีม,?,114 43 เสม็ด - อ่างศิลา ซอย 8,ปิดอยู่,? เปิด 10:00,https://lh5.googleusercontent.com/p/AF1QipNoWWU_r_0x0jJtic5CtJ2CtqUr9N9Vdlo4SlBZ=w80-h141-k-no,,13.3355359!4d100.9584248,,"13.3355359,100.9584248",13.3355359,100.9584248
https://www.google.co.th/maps/place/Mixue+Central+Plaza+Chonburi/data=!4m7!3m6!1s0x311d4b0077e97d37:0x7c66bd962bff994b!8m2!3d13.3357539!4d100.9702515!16s%2Fg%2F11w9kxswgt!19sChIJN33pdwBLHTERS5n_K5a9Znw?authuser=0&hl=th&rclk=1,Mixue Central Plaza Chonburi,3.0,(4),ไอศกรีม,?,"55/88 - 89, Central Plaza Chonburi, 3rd Floor, 55/91 หมู่ 1",,,https://lh5.googleusercontent.com/p/AF1QipPcutuA11qrbNlMy0c9s9OWRErT8YD788JR2QRt=w80-h106-k-no,,13.3357539!4d100.9702515,,"13.3357539,100.9702515",13.3357539,100.9702515
https://www.google.co.th/maps/place/CJ+MORE+%E0%B8%8B%E0%B8%B5%E0%B9%80%E0%B8%88+%E0%B8%A1%E0%B8%AD%E0%B8%A3%E0%B9%8C+%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B9%80%E0%B8%99%E0%B8%95%E0%B8%A3%E0%B8%94%E0%B8%B5/data=!4m7!3m6!1s0x3102b514ce04a11f:0x232a4872eeca811c!8m2!3d13.2710543!4d100.9305146!16s%2Fg%2F11ldqjqqg4!19sChIJH6EEzhS1AjERHIHK7nJIKiM?authuser=0&hl=th&rclk=1,CJ MORE ซีเจ มอร์ สาขาเนตรดี,4.3,(12),ซูเปอร์มาร์เก็ต,?,?,เปิด,? ปิด 23:00,https://lh5.googleusercontent.com/p/AF1QipP5WbzCYabAkTuVKcjFsVKnpBpJtqTkT4NFKvOQ=w138-h92-k-no,,13.2710543!4d100.9305146,,"13.2710543,100.9305146",13.2710543,100.9305146
